,eventid,iyear,imonth,iday,country_txt,provstate,city,latitude,longitude,gname,targtype1_txt,Threat
14838,201307310059,2013,7,31,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Private Citizens & Property,60.44504046438079
14839,201307310060,2013,7,31,Pakistan,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,Unknown,Government (General),60.44504046438079
14840,201307310061,2013,7,31,India,Chhattisgarh,Sulangi,19.974869,81.053303,Maoists,Government (General),46.548636158096706
14841,201308010002,2013,8,1,Pakistan,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,Unknown,Police,60.44504046438079
14842,201308010003,2013,8,1,India,Manipur,Dolaithabi,25.006355,94.02804,Others,Government (General),8.027359974682
14843,201308010004,2013,8,1,India,Manipur,Imphal,24.798346,93.94043,Unknown,Business,60.44504046438079
14844,201308010018,2013,8,1,Nepal,Eastern,Siraha district,26.655546,86.208373,Janatantrik Terai Mukti Morcha (JTMM),Violent Political Party,19.935182074016534
14845,201308010032,2013,8,1,Pakistan,Balochistan,Mastung district,29.728607,66.876097,Unknown,Utilities,60.44504046438079
14846,201308010046,2013,8,1,Pakistan,Sindh,Hyderabad,25.389288,68.357338,Unknown,Educational Institution,60.44504046438079
14847,201308020004,2013,8,2,Pakistan,Federally Administered Tribal Areas,Khar,34.733517,71.519661,Unknown,Educational Institution,60.44504046438079
14848,201308020010,2013,8,2,Pakistan,Punjab,Rahim Yar Khan,28.426883,70.304247,Unknown,Religious Figures/Institutions,60.44504046438079
14849,201308020014,2013,8,2,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Private Citizens & Property,60.44504046438079
14850,201308020015,2013,8,2,India,Bihar,Guraru,24.808342,84.791702,Maoists,Transportation,46.548636158096706
14851,201308020016,2013,8,2,India,Kerala,Thiruvananthapuram,8.496141999999999,76.943725,Unknown,Private Citizens & Property,60.44504046438079
14852,201308020026,2013,8,2,Pakistan,Balochistan,Dasht,29.482778000000003,66.075,Unknown,Business,60.44504046438079
14853,201308020043,2013,8,2,India,Jharkhand,Chatra,24.204235,84.870937,Maoists,Business,46.548636158096706
14854,201308030009,2013,8,3,Pakistan,Federally Administered Tribal Areas,Landi Kotal,34.110325,71.163803,Unknown,Private Citizens & Property,60.44504046438079
14855,201308030014,2013,8,3,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Police,50.749838657490656
14856,201308030030,2013,7,29,India,Jammu and Kashmir,Chushul,33.602895000000004,78.656086,Unknown,Military,60.44504046438079
14857,201308030031,2013,8,3,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Police,50.749838657490656
14858,201308030035,2013,8,3,Pakistan,Federally Administered Tribal Areas,Rashakai,34.707302,71.410011,Unknown,Educational Institution,60.44504046438079
14859,201308030038,2013,8,3,Pakistan,Khyber Pakhtunkhwa,Mathra,34.102074,71.47802,Unknown,Military,60.44504046438079
14860,201308040025,2013,8,4,India,Bihar,Kudhwan,24.955607,84.48729399999999,Maoists,Police,46.548636158096706
14861,201308040057,2013,8,4,India,Manipur,Khoibu,24.529594,94.204109,Unknown,Military,60.44504046438079
14862,201308040064,2013,8,4,Pakistan,Khyber Pakhtunkhwa,Shabqadar,34.217285,71.56104300000001,Unknown,Educational Institution,60.44504046438079
14863,201308050003,2013,8,5,Pakistan,Balochistan,Machh,29.855375,67.339928,Baloch Liberation Army (BLA),Military,37.30906134086897
14864,201308050004,2013,8,5,Pakistan,Punjab,Toba Tek Singh,30.974077,72.480186,Unknown,Transportation,60.44504046438079
14865,201308050029,2013,8,5,Pakistan,Balochistan,Machh district,29.880988000000002,67.337753,United Baloch Army (UBA),Utilities,34.87888631067949
14866,201308050030,2013,8,5,Pakistan,Balochistan,Machh district,29.880988000000002,67.337753,United Baloch Army (UBA),Utilities,34.87888631067949
14867,201308050031,2013,8,5,Pakistan,Balochistan,Machh district,29.880988000000002,67.337753,United Baloch Army (UBA),Utilities,34.87888631067949
14868,201308050032,2013,8,5,Pakistan,Balochistan,Machh district,29.880988000000002,67.337753,United Baloch Army (UBA),Utilities,34.87888631067949
14869,201308050036,2013,8,5,Pakistan,Federally Administered Tribal Areas,Masozai,33.781216,70.445066,Unknown,Private Citizens & Property,60.44504046438079
14870,201308060002,2013,8,6,Pakistan,Gilgit-Baltistan,Chilas,35.422127,74.09652700000001,Tehrik-i-Taliban Pakistan (TTP),Military,50.749838657490656
14871,201308060004,2013,8,6,Pakistan,Sindh,Tando Adam,25.765344,68.662134,Sindhudesh Revolutionary Army (SRA),Transportation,13.517996883375954
14872,201308060005,2013,8,6,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Business,50.749838657490656
14873,201308060006,2013,8,6,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Business,50.749838657490656
14874,201308060007,2013,8,6,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Business,50.749838657490656
14875,201308060008,2013,8,6,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Business,50.749838657490656
14876,201308060009,2013,8,6,Pakistan,Khyber Pakhtunkhwa,Takht Bhai,34.285351,71.932114,Unknown,Business,60.44504046438079
14877,201308060041,2013,8,6,India,Jammu and Kashmir,Poonch,33.774654999999996,74.093469,Hizbul Mujahideen (HM),Military,39.36770835642332
14878,201308060042,2013,8,6,Pakistan,Federally Administered Tribal Areas,Lashora,34.726165,71.49254300000001,Unknown,Educational Institution,60.44504046438079
14879,201308060050,2013,8,6,Pakistan,Federally Administered Tribal Areas,Niage,34.766073999999996,71.41020999999999,Unknown,Private Citizens & Property,60.44504046438079
14880,201308060051,2013,8,6,Pakistan,Khyber Pakhtunkhwa,Peshawar,33.976307,71.437157,Unknown,Government (General),60.44504046438079
14881,201308060053,2013,8,5,Pakistan,Balochistan,Unknown,28.459033,65.804672,Unknown,Business,60.44504046438079
14882,201308070003,2013,8,7,India,Meghalaya,Nengkhra,25.501158,90.690783,Garo National Liberation Army,Police,31.01447371145124
14883,201308070006,2013,8,7,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Government (General),60.44504046438079
14884,201308070036,2013,8,7,Pakistan,Balochistan,Mastung,29.803965,66.85099,Unknown,Business,60.44504046438079
14885,201308070037,2013,8,7,Pakistan,Khyber Pakhtunkhwa,Miryan,32.881667,70.916389,Unknown,Educational Institution,60.44504046438079
14886,201308070038,2013,8,7,Pakistan,Khyber Pakhtunkhwa,Miryan,32.881667,70.916389,Unknown,Police,60.44504046438079
14887,201308070039,2013,8,7,Pakistan,Khyber Pakhtunkhwa,Miryan,32.881667,70.916389,Unknown,Military,60.44504046438079
14888,201308070042,2013,8,8,India,Assam,Karbi Anglong district,25.960734,93.49746800000001,Karbi People's Liberation Tigers (KPLT),Police,20.022487105111054
14889,201308070045,2013,8,7,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Business,50.749838657490656
14890,201308070051,2013,8,7,Pakistan,Sindh,Bakhshapur,28.376389,69.363889,Unknown,Private Citizens & Property,60.44504046438079
14891,201308070054,2013,8,7,India,Nagaland,Dimapur,25.906267,93.72759,National Socialist Council of Nagaland-Khaplang (NSCN-K),Business,27.525345787490647
14892,201308070060,2013,8,7,Pakistan,Balochistan,Unknown,28.490733000000002,65.09577900000001,Unknown,Private Citizens & Property,60.44504046438079
14893,201308070064,2013,8,7,Pakistan,Federally Administered Tribal Areas,Halimzai,34.345856,71.370506,Unknown,Private Citizens & Property,60.44504046438079
14894,201308070066,2013,8,7,Pakistan,Federally Administered Tribal Areas,Halimzai,34.345856,71.370506,Unknown,Private Citizens & Property,60.44504046438079
14895,201308080003,2013,8,8,India,Manipur,Kanglatonbi,24.966575,93.880803,Others,Government (General),20.282358148375355
14896,201308080004,2013,8,8,Pakistan,Khyber Pakhtunkhwa,Kalu Khan,34.215759000000006,72.299103,Unknown,Government (General),60.44504046438079
14897,201308080005,2013,8,8,Pakistan,Khyber Pakhtunkhwa,Daraban,31.730465000000002,70.33671600000001,Unknown,Police,60.44504046438079
14898,201308080006,2013,8,8,Pakistan,Khyber Pakhtunkhwa,Palai,34.538025,72.138412,Unknown,Police,60.44504046438079
14899,201308080010,2013,8,8,Pakistan,Balochistan,Quetta,30.200819,66.994354,Tehrik-i-Taliban Pakistan (TTP),Police,50.749838657490656
14900,201308080011,2013,8,8,Pakistan,Balochistan,Quetta,30.200819,66.994354,Tehrik-i-Taliban Pakistan (TTP),Police,50.749838657490656
14901,201308080020,2013,8,7,Pakistan,Sindh,Bhiria,26.887014,68.280709,Sindhudesh Revolutionary Army (SRA),Transportation,13.517996883375954
14902,201308080022,2013,8,8,India,Assam,Bokajan,26.020854999999997,93.77816800000001,Karbi People's Liberation Tigers (KPLT),Business,20.022487105111054
14903,201308080031,2013,8,8,India,Tamil Nadu,Thondamuthur,10.989054,76.84127,Unknown,Violent Political Party,60.44504046438079
14904,201308090003,2013,8,9,Pakistan,Islamabad Capital Territory,Bhara Kahu,33.671638,73.05606800000001,Unknown,Religious Figures/Institutions,60.44504046438079
14905,201308090005,2013,8,9,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Government (General),60.44504046438079
14906,201308090007,2013,8,9,Pakistan,Federally Administered Tribal Areas,Shakhdalatkhel,33.560565000000004,70.337563,Unknown,Private Citizens & Property,60.44504046438079
14907,201308090030,2013,8,9,India,Assam,Moniram Lakethe,26.162961,93.465358,Karbi People's Liberation Tigers (KPLT),Private Citizens & Property,20.022487105111054
14908,201308100002,2013,8,9,India,Meghalaya,Koski Nengsat,25.750101,90.663075,Garo National Liberation Army,Private Citizens & Property,31.01447371145124
14909,201308100022,2013,8,10,India,Manipur,Imphal,24.798346,93.94043,Others,Government (General),12.859438905581051
14910,201308100050,2013,8,10,Pakistan,Balochistan,Dera Bugti district,28.923447999999997,69.001648,Unknown,Private Citizens & Property,60.44504046438079
14911,201308100064,2013,8,10,Sri Lanka,Western,Colombo,6.941837,79.861687,Others,Religious Figures/Institutions,13.866877917883473
14912,201308100065,2013,8,10,Sri Lanka,Northern,Jaffna district,9.66123,80.02558,Unknown,Religious Figures/Institutions,60.44504046438079
14913,201308110014,2013,8,10,Pakistan,Balochistan,Mastung district,29.408737,67.189449,Unknown,Military,60.44504046438079
14914,201308110015,2013,8,11,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Police,60.44504046438079
14915,201308110018,2013,8,11,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Military,60.44504046438079
14916,201308110034,2013,8,11,Pakistan,Sindh,Karachi,24.891115,67.143311,Lashkar-e-Jhangvi,Police,42.500251449732275
14917,201308110037,2013,8,11,Pakistan,Balochistan,Phuleji,28.995,68.348333,Unknown,Police,60.44504046438079
14918,201308120001,2013,8,12,Pakistan,Balochistan,Quetta,30.200819,66.994354,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,50.749838657490656
14919,201308120007,2013,8,12,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Private Citizens & Property,60.44504046438079
14920,201308120008,2013,8,12,Pakistan,Khyber Pakhtunkhwa,Hyatabad,33.976307,71.437157,Unknown,Private Citizens & Property,60.44504046438079
14921,201308120013,2013,8,12,Pakistan,Federally Administered Tribal Areas,Dabkot,32.290282,69.542229,Unknown,Journalists & Media,60.44504046438079
14922,201308120049,2013,8,12,India,Nagaland,Dimapur,25.904939000000002,93.729118,Unknown,Business,60.44504046438079
14923,201308120068,2013,8,12,India,Meghalaya,Rongcheck Akong,25.567169,90.52578199999999,Garo National Liberation Army,Private Citizens & Property,31.01447371145124
14924,201308130003,2013,8,13,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Religious Figures/Institutions,60.44504046438079
14925,201308130004,2013,8,13,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Religious Figures/Institutions,60.44504046438079
14926,201308130042,2013,8,13,India,West Bengal,Nadia district,23.470805,88.54662900000001,Unknown,Private Citizens & Property,60.44504046438079
14927,201308130046,2013,8,13,Pakistan,Balochistan,Bolan district,29.211389,67.7325,Unknown,Military,60.44504046438079
14928,201308130047,2013,8,13,Pakistan,Balochistan,Noshki,29.552311,66.02050799999999,Unknown,Telecommunication,60.44504046438079
14929,201308130048,2013,8,13,Pakistan,Balochistan,Turbat,25.999413,63.047451,Unknown,Military,60.44504046438079
14930,201308130049,2013,8,13,Pakistan,Balochistan,Unknown,28.490733000000002,65.09577900000001,Unknown,Police,60.44504046438079
14931,201308140003,2013,8,14,India,Manipur,Imphal,24.798346,93.94043,Coordination Committee (CORCOM),Private Citizens & Property,19.21121759359567
14932,201308140005,2013,8,14,India,Assam,Chapaguri,26.503757,90.547124,National Democratic Front of Bodoland (NDFB),Police,37.456769806720935
14933,201308140006,2013,8,14,India,Assam,Chirang district,26.63755,90.644049,National Democratic Front of Bodoland (NDFB),Transportation,37.456769806720935
14934,201308140007,2013,8,14,India,Assam,Batabori,26.376618,92.35646899999999,National Democratic Front of Bodoland (NDFB),Business,37.456769806720935
14935,201308140038,2013,8,14,Pakistan,Balochistan,Hub,25.044537,66.874672,Unknown,Transportation,60.44504046438079
14936,201308150010,2013,8,15,India,Assam,Kokrajhar district,26.398021999999997,90.26941500000001,National Democratic Front of Bodoland (NDFB),Transportation,37.456769806720935
14937,201308150012,2013,8,15,India,Assam,Kokrajhar district,26.398021999999997,90.26941500000001,National Democratic Front of Bodoland (NDFB),Government (General),37.456769806720935
14938,201308150013,2013,8,15,India,Assam,Bongaigaon,26.479468,90.556866,National Democratic Front of Bodoland (NDFB),Private Citizens & Property,37.456769806720935
14939,201308150016,2013,8,15,India,Manipur,Unknown,24.663717000000002,93.906269,Coordination Committee (CORCOM),Private Citizens & Property,19.21121759359567
14940,201308150017,2013,8,15,India,Manipur,Imphal,24.798346,93.94043,Coordination Committee (CORCOM),Private Citizens & Property,19.21121759359567
14941,201308150041,2013,8,15,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Government (General),60.44504046438079
14942,201308160002,2013,8,16,Pakistan,Khyber Pakhtunkhwa,Hayatabad,33.976307,71.437157,Unknown,Private Citizens & Property,60.44504046438079
14943,201308160003,2013,8,16,Pakistan,Sindh,Karachi,24.891115,67.143311,Others,Journalists & Media,25.251790333534508
14944,201308160004,2013,8,16,Pakistan,Balochistan,Kolpur,29.901894,67.13076,Unknown,Transportation,60.44504046438079
14945,201308160005,2013,8,16,Pakistan,Sindh,Kotri,25.354671,68.283569,Sindhu Desh Liberation Army (SDLA),Transportation,25.269072980911204
14946,201308160006,2013,8,16,Pakistan,Balochistan,Dozan,29.939959,67.187529,Unknown,Transportation,60.44504046438079
14947,201308160015,2013,8,16,India,Manipur,T. Minou,24.214748,94.268814,Coordination Committee (CORCOM),Military,19.21121759359567
14948,201308170004,2013,8,17,India,Manipur,Imphal,24.798346,93.94043,Others,Business,12.859438905581051
14949,201308170005,2013,8,17,Pakistan,Khyber Pakhtunkhwa,Peshawar,33.976307,71.437157,Unknown,Religious Figures/Institutions,60.44504046438079
14950,201308170009,2013,8,17,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Violent Political Party,60.44504046438079
14951,201308170010,2013,8,17,India,Assam,Baska district,26.662885,91.354721,Unknown,Business,60.44504046438079
14952,201308170030,2013,8,16,Pakistan,Khyber Pakhtunkhwa,Parmoli,34.268423999999996,72.357752,Unknown,Police,60.44504046438079
14953,201308170039,2013,8,17,Pakistan,Balochistan,Turbat,25.999413,63.047451,Unknown,Government (General),60.44504046438079
14954,201308180001,2013,8,18,Pakistan,Khyber Pakhtunkhwa,Swabi,34.123104,72.46901700000001,Unknown,Police,60.44504046438079
14955,201308180011,2013,8,18,India,West Bengal,Barobisha,26.469478000000002,89.804903,Others,Transportation,10.773890696352275
14956,201308180012,2013,8,18,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Military,60.44504046438079
14957,201308180026,2013,8,18,Pakistan,Federally Administered Tribal Areas,Damadola,34.789406,71.46608,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,50.749838657490656
14958,201308180031,2013,8,18,Pakistan,Balochistan,Jafarabad district,28.449374,68.194427,Unknown,Terrorists/Non-State Militia,60.44504046438079
14959,201308190005,2013,8,19,Bangladesh,Khulna,Boyra Bazar,22.834098,89.532896,Unknown,Violent Political Party,60.44504046438079
14960,201308190009,2013,8,19,Pakistan,Federally Administered Tribal Areas,Ghazi Baig,34.343333,71.23666700000001,Unknown,Educational Institution,60.44504046438079
14961,201308190036,2013,8,19,India,Jharkhand,Masurtoli,24.047091,85.355331,Maoists,Government (General),46.548636158096706
14962,201308190044,2013,8,18,Pakistan,Balochistan,Kalat,29.047852000000002,66.593323,Unknown,Utilities,60.44504046438079
14963,201308200005,2013,8,20,India,Maharashtra,Pune,18.518679000000002,73.857254,Others,Private Citizens & Property,10.280743515792329
14964,201308200051,2013,8,20,India,Meghalaya,Rangmai,25.330097,90.563609,Garo National Liberation Army,Private Citizens & Property,31.01447371145124
14965,201308210001,2013,8,21,Pakistan,Balochistan,Mastung district,29.408737,67.189449,Unknown,Police,60.44504046438079
14966,201308210002,2013,8,21,Pakistan,Balochistan,Chaman,30.922109999999996,66.45153,Unknown,Transportation,60.44504046438079
14967,201308210005,2013,8,21,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,50.749838657490656
14968,201308210010,2013,8,21,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Police,60.44504046438079
14969,201308210038,2013,8,21,Pakistan,Khyber Pakhtunkhwa,Nowshera,34.007206,71.983078,Unknown,Violent Political Party,60.44504046438079
14970,201308210054,2013,8,21,Pakistan,Federally Administered Tribal Areas,Pashat,34.881425,71.531868,Unknown,Terrorists/Non-State Militia,60.44504046438079
14971,201308220002,2013,8,22,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Military,50.749838657490656
14972,201308220003,2013,8,22,Pakistan,Sindh,Karachi,24.891115,67.143311,Tehrik-i-Taliban Pakistan (TTP),Police,50.749838657490656
14973,201308220010,2013,8,22,India,Assam,Mangaldai,26.433528999999997,92.03088100000001,United Liberation Front of Assam (ULFA),Police,41.301458151996584
14974,201308220030,2013,8,22,Pakistan,Balochistan,Chaman,30.922109999999996,66.45153,Unknown,Government (General),60.44504046438079
14975,201308220031,2013,8,22,Pakistan,Balochistan,Chaman,30.922109999999996,66.45153,Unknown,Government (General),60.44504046438079
14976,201308220035,2013,8,22,India,Jammu and Kashmir,Imam Sahib,33.71206,74.862503,Unknown,Military,60.44504046438079
14977,201308230009,2013,8,23,Pakistan,Punjab,Rawalpindi,33.594013000000004,73.06907700000001,Unknown,Educational Institution,60.44504046438079
14978,201308230016,2013,8,23,Pakistan,Khyber Pakhtunkhwa,Bazidkhel,33.953468,71.542061,Unknown,Police,60.44504046438079
14979,201308230017,2013,8,23,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Violent Political Party,60.44504046438079
14980,201308230019,2013,8,23,India,Uttar Pradesh,Bakewar,26.661728999999998,79.180695,Unknown,Journalists & Media,60.44504046438079
14981,201308230021,2013,8,23,Pakistan,Sindh,Sukkur,27.692648,68.851608,Unknown,Journalists & Media,60.44504046438079
14982,201308230022,2013,8,23,Pakistan,Khyber Pakhtunkhwa,Mardan,34.200592,72.048439,Unknown,Government (General),60.44504046438079
14983,201308240004,2013,8,24,Pakistan,Balochistan,Dera Bugti,29.034412,69.158661,Unknown,Utilities,60.44504046438079
14984,201308240009,2013,8,24,India,Manipur,Imphal,24.798346,93.94043,Unknown,Police,60.44504046438079
14985,201308240010,2013,8,24,Pakistan,Punjab,Lahore,31.505470000000003,74.34288000000001,Unknown,Violent Political Party,60.44504046438079
14986,201308240012,2013,8,24,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Government (General),60.44504046438079
14987,201308240026,2013,8,24,Pakistan,Balochistan,Wadh,27.342552,66.36792,Unknown,Military,60.44504046438079
14988,201308240032,2013,8,24,India,Tamil Nadu,Idinthakarai,8.18027,77.745302,Unknown,NGO,60.44504046438079
14989,201308240033,2013,8,24,India,Tamil Nadu,Tsunami Nagar,10.688703,79.84893100000001,Unknown,Private Citizens & Property,60.44504046438079
14990,201308250001,2013,8,25,Pakistan,Balochistan,Dasht,28.608333000000002,66.314444,Unknown,Utilities,60.44504046438079
14991,201308250042,2013,8,25,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Religious Figures/Institutions,60.44504046438079
14992,201308250044,2013,8,25,Pakistan,Gilgit-Baltistan,Sakwar,35.889259,74.38815600000001,Unknown,Police,60.44504046438079
14993,201308250049,2013,8,25,Pakistan,Balochistan,Nasirabad,29.386962,68.026485,Unknown,Private Citizens & Property,60.44504046438079
14994,201308250059,2013,8,25,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Military,60.44504046438079
14995,201308260002,2013,8,26,India,Jammu and Kashmir,Arwani,33.788992,75.05077,Hizbul Mujahideen (HM),Police,39.36770835642332
14996,201308260003,2013,8,26,India,Jammu and Kashmir,Awneera,33.762523,75.024433,Hizbul Mujahideen (HM),Police,39.36770835642332
14997,201308260008,2013,8,27,India,Odisha,Sunki,18.500360999999998,83.04822,Communist Party of India - Maoist (CPI-Maoist),Military,45.96638941339923
14998,201308260014,2013,8,26,Pakistan,Sindh,Jacobabad,28.276944,68.451389,Unknown,Educational Institution,60.44504046438079
14999,201308260015,2013,8,26,Pakistan,Sindh,Jacobabad,28.277021,68.442593,Unknown,Business,60.44504046438079
15000,201308260016,2013,8,26,Pakistan,Sindh,Jacobabad,28.276944,68.451389,Unknown,Private Citizens & Property,60.44504046438079
15001,201308260036,2013,8,26,Pakistan,Balochistan,Kohlu district,29.673734999999997,68.732786,Unknown,Military,60.44504046438079
15002,201308260043,2013,8,26,Pakistan,Khyber Pakhtunkhwa,Hangu,33.528893,71.056122,Unknown,Educational Institution,60.44504046438079
15003,201308260050,2013,8,26,Pakistan,Balochistan,Ispilanji,29.690439,66.933775,Unknown,Military,60.44504046438079
15004,201308270002,2013,8,27,Pakistan,Khyber Pakhtunkhwa,Akka Khel,33.894428999999995,71.462374,Unknown,Terrorists/Non-State Militia,60.44504046438079
15005,201308270004,2013,8,27,Pakistan,Federally Administered Tribal Areas,Sararogha,32.51899,70.025246,Tehrik-i-Taliban Pakistan (TTP),Military,50.749838657490656
15006,201308270005,2013,8,27,Pakistan,Khyber Pakhtunkhwa,Jamrud,34.002579,71.38247700000001,Unknown,Government (General),60.44504046438079
15007,201308270034,2013,8,27,India,Chhattisgarh,Bastar district,19.203477,81.93453199999999,Maoists,Police,46.548636158096706
15008,201308280005,2013,8,28,India,Assam,Bongaigaon,26.479468,90.556866,National Democratic Front of Bodoland (NDFB),Business,37.456769806720935
15009,201308280006,2013,8,28,India,Jammu and Kashmir,Awantipora,33.918008,75.01636500000001,Unknown,Police,60.44504046438079
15010,201308280047,2013,8,28,Pakistan,Federally Administered Tribal Areas,Baizai,34.440833000000005,71.05833299999999,Unknown,Terrorists/Non-State Militia,60.44504046438079
15011,201308290004,2013,8,29,Pakistan,Khyber Pakhtunkhwa,Khwaja Gang,34.309987,72.046816,Unknown,Police,60.44504046438079
15012,201308290005,2013,8,29,Pakistan,Islamabad Capital Territory,Islamabad,33.671638,73.05606800000001,Unknown,Government (General),60.44504046438079
15013,201308290014,2013,8,29,India,West Bengal,Alipurduar,26.491840000000003,89.526855,Kamtapur Liberation Organization (KLO),Police,22.468349973848607
15014,201308290025,2013,8,29,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Religious Figures/Institutions,60.44504046438079
15015,201308290026,2013,8,29,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Private Citizens & Property,60.44504046438079
15016,201308290027,2013,8,29,Pakistan,Balochistan,Kalat,29.047852000000002,66.593323,Unknown,Religious Figures/Institutions,60.44504046438079
15017,201308300006,2013,8,30,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Private Citizens & Property,60.44504046438079
15018,201308300012,2013,8,30,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Private Citizens & Property,60.44504046438079
15019,201308310013,2013,8,31,India,Manipur,Imphal,24.798346,93.94043,Unknown,Government (General),60.44504046438079
15020,201308310015,2013,8,31,Pakistan,Balochistan,Mand,26.115631,62.037643,Baloch Liberation Front (BLF),Military,35.48370967769989
15021,201308310016,2013,8,31,Pakistan,Balochistan,Quetta,30.200819,66.994354,Unknown,Private Citizens & Property,60.44504046438079
15022,201308310037,2013,8,31,Pakistan,Khyber Pakhtunkhwa,Serai Naurang,32.823055,70.783745,Unknown,Private Citizens & Property,60.44504046438079
15023,201309010002,2013,9,1,Pakistan,Khyber Pakhtunkhwa,Lakki Marwat district,32.546259,70.716847,Unknown,Business,60.44504046438079
15024,201309010003,2013,9,1,India,Jammu and Kashmir,Sopore,34.288891,74.46371500000001,Separatists,Police,33.980609521919135
15025,201309010006,2013,9,1,Pakistan,Federally Administered Tribal Areas,Boya,32.96083,69.91806,Mujahideen Ansar,Military,30.4488368869118
15026,201309010014,2013,9,1,India,Meghalaya,Shilong,25.418470000000003,91.743622,Unknown,Police,60.44504046438079
15027,201309010015,2013,9,1,India,Manipur,Khoupum,24.654662,93.447772,Zeliangrong United Front,Government (General),20.919154942087307
15028,201309010022,2013,9,1,Pakistan,Balochistan,Jafarabad,28.009182,67.84906,Unknown,Utilities,60.44504046438079
15029,201309010032,2013,9,1,Pakistan,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,Unknown,Private Citizens & Property,60.44504046438079
15030,201309010037,2013,9,1,Pakistan,Balochistan,Sohbatpur,28.518663,68.542679,Unknown,Military,60.44504046438079
15031,201309010038,2013,9,1,Pakistan,Balochistan,Barkhan,29.897242,69.527614,Unknown,Police,60.44504046438079
15032,201309010045,2013,9,1,Pakistan,Khyber Pakhtunkhwa,Nasir Bagh,34.02953,71.418648,Unknown,Police,60.44504046438079
15033,201309020016,2013,9,2,Pakistan,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,Unknown,Government (General),60.44504046438079
15034,201309020019,2013,9,2,Pakistan,Federally Administered Tribal Areas,Landi Kotal,34.110325,71.163803,Unknown,Military,60.44504046438079
15035,201309020022,2013,9,2,Pakistan,Khyber Pakhtunkhwa,Bahrain,35.207235,72.54562299999999,Unknown,Religious Figures/Institutions,60.44504046438079
15036,201309020025,2013,9,2,Pakistan,Balochistan,Karko,27.686446999999998,66.137065,Unknown,Police,60.44504046438079
15037,201309030022,2013,9,3,Pakistan,Balochistan,Mastung,29.803965,66.85099,Unknown,Military,60.44504046438079
15038,201309030023,2013,9,3,Pakistan,Sindh,Karachi,24.891115,67.143311,Unknown,Police,60.44504046438079
15039,201309030031,2013,9,3,Pakistan,Federally Administered Tribal Areas,North Waziristan district,32.974638,70.14558000000001,Unknown,Military,60.44504046438079
15040,201309030032,2013,9,3,Pakistan,Federally Administered Tribal Areas,North Waziristan district,32.974638,70.14558000000001,Unknown,Military,60.44504046438079
15041,201309030046,2013,9,3,Pakistan,Balochistan,Sohbatpur,28.518663,68.542679,Unknown,Private Citizens & Property,60.44504046438079
15042,201309040001,2013,9,4,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,31.834328000000003,70.90905,Unknown,Police,60.44504046438079
15043,201309040002,2013,9,4,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,31.834328000000003,70.90905,Unknown,Police,60.44504046438079
